date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
19175,0.446971,2,0.489362,0.043623,0.433353,0.002933,0.284568,0.713596,UP
20281,0.451086,4,0.531915,0.040891,0.586879,0.00273,0.634645,0.339035,DOWN
5191,0.013982,5,0.148936,0.059865,0.260637,0.003467,0.422915,0.414912,DOWN
877,0.000796,6,0.276596,0.090429,0.230735,0.003467,0.422915,0.414912,UP
34492,0.881244,6,0.595745,0.028432,0.484082,0.001915,0.516313,0.563596,DOWN
17654,0.442503,5,0.808511,0.104179,0.584796,0.006923,0.586743,0.500526,UP
14934,0.433919,5,0.12766,0.044884,0.129128,0.003467,0.422915,0.414912,DOWN
34149,0.880934,6,0.446809,0.028131,0.505802,0.001888,0.508027,0.604825,UP
468,0.000398,4,0.765957,0.149664,0.670485,0.003467,0.422915,0.414912,UP
20447,0.451219,7,1.0,0.040651,0.474561,0.002705,0.462196,0.54386,DOWN
38258,0.893987,1,0.042553,0.048277,0.384261,0.003141,0.490161,0.617105,DOWN
31307,0.872085,3,0.234043,0.025519,0.368343,0.001643,0.408597,0.764474,DOWN
41549,0.903102,6,0.617021,0.053501,0.460428,0.003575,0.499223,0.460526,DOWN
40472,0.899075,5,0.170213,0.043323,0.234157,0.002856,0.330399,0.635088,DOWN
24862,0.464493,1,0.978723,0.047196,0.308242,0.003201,0.345417,0.435526,UP
43640,0.911199,1,0.170213,0.027831,0.098036,0.001749,0.18928,0.696491,DOWN
5301,0.01407,7,0.446809,0.051849,0.422196,0.003467,0.422915,0.414912,DOWN
25125,0.464758,7,0.446809,0.029182,0.406873,0.001982,0.299845,0.522368,DOWN
19281,0.44706,4,0.702128,0.063408,0.655311,0.004454,0.606939,0.419298,DOWN
41663,0.90319,1,1.0,0.063829,0.330408,0.00429,0.390989,0.594298,DOWN
5498,0.014247,4,0.553191,0.040591,0.504612,0.003467,0.422915,0.414912,DOWN
39197,0.894828,6,0.617021,0.075177,0.570068,0.005041,0.643708,0.475439,DOWN
5431,0.014203,3,0.148936,0.040651,0.205445,0.003467,0.422915,0.414912,DOWN
36381,0.88912,3,0.957447,0.028672,0.504017,0.001955,0.412222,0.502193,DOWN
35350,0.885138,3,0.468085,0.042692,0.532431,0.002997,0.591662,0.2,DOWN
39009,0.894651,2,0.702128,0.107482,0.78801,0.006764,0.687727,0.671491,UP
30111,0.867926,6,0.319149,0.028372,0.572002,0.001793,0.502848,0.723246,DOWN
9990,0.030707,7,0.12766,0.047496,0.055489,0.003467,0.422915,0.414912,DOWN
25665,0.465245,4,0.702128,0.046655,0.460875,0.00328,0.472294,0.150439,DOWN
29331,0.867218,4,0.06383,0.029272,0.169741,0.001959,0.258415,0.595614,DOWN
26775,0.469316,6,0.829787,0.043473,0.454329,0.002896,0.390212,0.407018,DOWN
19729,0.447502,7,0.021277,0.050709,0.552365,0.003463,0.44899,0.431579,UP
21329,0.45206,5,0.361702,0.033325,0.677328,0.00227,0.684878,0.224123,DOWN
21884,0.455599,2,0.93617,0.043473,0.60607,0.002943,0.469446,0.650877,DOWN
14440,0.433432,1,0.851064,0.057974,0.441238,0.003467,0.422915,0.414912,DOWN
29195,0.867086,1,0.234043,0.023238,0.090003,0.001554,0.0,0.819737,DOWN
37474,0.890138,5,0.723404,0.100937,0.845135,0.006988,0.789487,0.397807,UP
1024,0.000929,2,0.340426,0.043983,0.611723,0.003467,0.422915,0.414912,DOWN
2856,0.008761,5,0.510638,0.125796,0.597292,0.003467,0.422915,0.414912,UP
18264,0.443078,4,0.510638,0.049207,0.523356,0.003288,0.539617,0.452193,DOWN
7366,0.022123,1,0.468085,0.081542,0.322672,0.003467,0.422915,0.414912,UP
38259,0.893987,1,0.06383,0.047976,0.33978,0.002925,0.481357,0.662719,DOWN
44756,0.912216,3,0.425532,0.088447,0.541059,0.00602,0.573278,0.303947,UP
28119,0.473652,6,0.829787,0.027561,0.457602,0.001805,0.416624,0.592105,DOWN
8751,0.026459,2,0.319149,0.074817,0.504612,0.003467,0.422915,0.414912,DOWN
23495,0.460157,1,0.489362,0.02693,0.417435,0.001759,0.261005,0.654386,DOWN
17673,0.442547,6,0.191489,0.044404,0.178518,0.002939,0.220352,0.500526,DOWN
7619,0.022344,6,0.744681,0.069143,0.314639,0.003467,0.422915,0.414912,UP
43752,0.911287,3,0.510638,0.042632,0.473222,0.002736,0.270326,0.690351,DOWN
39063,0.894695,3,0.829787,0.128528,0.848706,0.008421,0.712066,0.47807,UP
6554,0.018274,5,0.553191,0.093821,0.47828,0.003467,0.422915,0.414912,UP
35199,0.902526,7,0.319149,0.09211,0.421006,0.00591,0.302693,0.698246,UP
4861,0.013672,5,0.276596,0.041552,0.468908,0.003467,0.422915,0.414912,DOWN
32257,0.876156,2,0.021277,0.023148,0.19518,0.000841,0.216468,0.856579,DOWN
10788,0.031415,2,0.765957,0.056713,0.427998,0.003467,0.422915,0.414912,DOWN
1199,0.001062,5,1.0,0.043983,0.488396,0.003467,0.422915,0.414912,DOWN
33345,0.877129,3,0.702128,0.037198,0.612913,0.002565,0.523563,0.297807,DOWN
32486,0.876333,6,0.808511,0.032665,0.600714,0.002088,0.485759,0.729386,DOWN
20022,0.447768,6,0.12766,0.008977,0.307795,0.000407,0.323925,0.557895,DOWN
7935,0.022654,6,0.319149,0.089798,0.293068,0.003467,0.422915,0.414912,UP
20505,0.451307,2,0.191489,0.033115,0.192353,0.00177,0.232781,0.860088,DOWN
26313,0.468917,4,0.191489,0.032725,0.208569,0.002183,0.200932,0.521053,UP
24456,0.461042,7,0.510638,0.030023,0.365516,0.002061,0.255567,0.444737,DOWN
37165,0.889872,6,0.276596,0.137054,0.615888,0.008932,0.588296,0.665351,UP
38465,0.894164,5,0.361702,0.083463,0.73609,0.005625,0.749353,0.407895,UP
3942,0.009778,7,0.12766,0.041281,0.153377,0.003467,0.422915,0.414912,DOWN
19261,0.44706,4,0.276596,0.042242,0.573936,0.002763,0.443553,0.537281,DOWN
27904,0.473475,2,0.340426,0.042422,0.587028,0.002933,0.511393,0.310526,UP
21163,0.451883,1,0.914894,0.041522,0.56263,0.00317,0.34697,0.641667,DOWN
17467,0.442326,1,0.914894,0.049508,0.28191,0.00333,0.249094,0.500526,DOWN
27750,0.473342,6,0.12766,0.030924,0.160369,0.002117,0.215691,0.439035,DOWN
10909,0.031547,5,0.276596,0.057314,0.387831,0.003467,0.422915,0.414912,DOWN
179,0.000133,5,0.744681,0.077039,0.54939,0.003467,0.422915,0.414912,DOWN
18708,0.443476,6,0.765957,0.111745,0.676436,0.00737,0.646297,0.512719,UP
39075,0.894739,4,0.06383,0.121052,0.517257,0.008124,0.561885,0.573246,UP
20802,0.451573,1,0.382979,0.040231,0.566498,0.000976,0.282237,0.821053,UP
22842,0.456484,1,0.893617,0.040921,0.581375,0.002736,0.406266,0.547807,UP
38810,0.894474,5,0.553191,0.067101,0.578846,0.00456,0.680476,0.385965,UP
41052,0.902659,3,0.255319,0.087426,0.387087,0.005775,0.37623,0.546491,UP
36179,0.991018,6,0.744681,0.031044,0.671675,0.002056,0.626618,0.496053,DOWN
22714,0.456396,6,0.212766,0.02636,0.263314,0.001759,0.302693,0.723246,DOWN
3776,0.009601,3,0.680851,0.065089,0.504314,0.003467,0.422915,0.414912,UP
34194,0.880979,7,0.382979,0.032004,0.428444,0.002009,0.347747,0.742982,UP
8835,0.026547,4,0.06383,0.060796,0.247843,0.003467,0.422915,0.414912,DOWN
8448,0.023141,3,0.0,0.087637,0.373847,0.003467,0.422915,0.414912,DOWN
29718,0.867572,5,0.12766,0.021346,0.167361,0.000837,0.226308,0.902632,DOWN
15375,0.434317,7,0.319149,0.056023,0.259893,0.003467,0.422915,0.414912,UP
11672,0.424671,7,0.170213,0.070764,0.044778,0.003467,0.422915,0.414912,DOWN
36408,0.889164,4,0.510638,0.035517,0.584052,0.002464,0.585189,0.374123,UP
28740,0.474227,5,0.765957,0.024739,0.171675,0.000976,0.080269,0.859649,DOWN
3112,0.008982,3,0.851064,0.134682,0.717941,0.003467,0.422915,0.414912,UP
24479,0.461042,7,1.0,0.030683,0.323118,0.002117,0.331176,0.331579,UP
12784,0.425689,2,0.340426,0.102768,0.540762,0.003467,0.422915,0.414912,UP
5598,0.014336,6,0.638298,0.088807,0.471883,0.003467,0.422915,0.414912,UP
31014,0.87182,4,0.12766,0.028582,0.150104,0.000829,0.260746,0.697368,UP
2848,0.008761,5,0.340426,0.090369,0.65427,0.003467,0.422915,0.414912,UP
3793,0.009646,4,0.021277,0.065089,0.522166,0.003467,0.422915,0.414912,UP
22038,0.455776,6,0.12766,0.047106,0.286819,0.00322,0.354997,0.545614,UP
9559,0.027211,5,0.148936,0.049688,0.140137,0.003467,0.422915,0.414912,DOWN
44796,0.912261,4,0.255319,0.086286,0.435585,0.006003,0.524599,0.329386,UP
31949,0.875846,2,0.617021,0.041792,0.611723,0.00284,0.638011,0.42807,UP
45149,0.915667,4,0.617021,0.124234,0.541357,0.008523,0.722165,0.25307,UP
24319,0.460909,4,0.659574,0.072715,0.625409,0.004923,0.431642,0.608333,DOWN
29944,0.867749,2,0.851064,0.027651,0.426212,0.001766,0.382444,0.691667,DOWN
26415,0.469006,6,0.319149,0.048337,0.478429,0.003272,0.482134,0.286404,UP
5597,0.014336,6,0.617021,0.088807,0.473371,0.003467,0.422915,0.414912,UP
29631,0.867484,3,0.319149,0.028161,0.513538,0.001845,0.588814,0.527193,DOWN
42894,0.907438,6,0.638298,0.077339,0.452693,0.005206,0.501554,0.423246,UP
164,0.000133,5,0.425532,0.089798,0.535257,0.003467,0.422915,0.414912,UP
23975,0.460599,4,0.489362,0.030623,0.518298,0.002079,0.515018,0.473684,UP
25560,0.465156,2,0.510638,0.054011,0.480363,0.003776,0.504143,0.122368,UP
11668,0.424671,7,0.085106,0.055242,0.060101,0.003467,0.422915,0.414912,DOWN
10804,0.031459,3,0.085106,0.05278,0.170634,0.003467,0.422915,0.414912,DOWN
4728,0.013539,2,0.510638,0.103549,0.506843,0.003467,0.422915,0.414912,UP
21829,0.455555,1,0.787234,0.043113,0.705594,0.00286,0.508286,0.770614,UP
59,4.4e-05,3,0.234043,0.051489,0.214519,0.003467,0.422915,0.414912,UP
10623,0.031282,6,0.319149,0.077819,0.359566,0.003467,0.422915,0.414912,UP
33174,0.876997,7,0.12766,0.028612,0.127194,0.001903,0.194459,0.542544,DOWN
21409,0.452148,7,0.021277,0.035817,0.522761,0.002534,0.404454,0.351754,DOWN
14555,0.433565,4,0.234043,0.071034,0.384707,0.003467,0.422915,0.414912,UP
38279,0.893987,1,0.489362,0.05245,0.483785,0.002329,0.342569,0.838158,DOWN
18227,0.443033,3,0.744681,0.095623,0.718239,0.00641,0.665717,0.448246,UP
44700,0.912172,2,0.255319,0.093041,0.398691,0.00651,0.513206,0.263596,UP
37592,0.89027,1,0.170213,0.021947,0.178072,0.001425,0.326515,0.764474,DOWN
10310,0.030972,6,0.808511,0.077819,0.303927,0.003467,0.422915,0.414912,UP
11721,0.424716,1,0.191489,0.055242,0.132847,0.003467,0.422915,0.414912,DOWN
42988,0.907526,1,0.595745,0.051009,0.39512,0.00302,0.237442,0.817982,UP
1854,0.004734,5,0.638298,0.075117,0.514728,0.003467,0.422915,0.414912,DOWN
5035,0.013805,1,0.914894,0.090939,0.608301,0.003467,0.422915,0.414912,DOWN
8234,0.022919,5,0.553191,0.090159,0.500149,0.003467,0.422915,0.414912,UP
37762,0.8935,4,0.723404,0.153597,0.848408,0.010266,0.735111,0.420614,UP
16870,0.438742,3,0.468085,0.055512,0.520976,0.003467,0.422915,0.414912,DOWN
31866,0.872572,7,0.893617,0.031884,0.319399,0.001782,0.262558,0.873246,DOWN
27153,0.469669,7,0.702128,0.045725,0.352276,0.003091,0.429052,0.446491,UP
41933,0.903456,7,0.617021,0.056113,0.301547,0.00259,0.184102,0.760088,UP
4550,0.013362,5,0.808511,0.11784,0.732074,0.003467,0.422915,0.414912,UP
32550,0.876421,1,0.12766,0.018554,0.101012,0.000823,0.184878,0.841667,DOWN
39587,0.898235,7,0.744681,0.093371,0.682535,0.005928,0.481357,0.751754,UP
43509,0.908013,5,0.446809,0.045274,0.494942,0.003124,0.554635,0.250439,DOWN
31966,0.875846,2,0.978723,0.040681,0.433353,0.002545,0.386846,0.701316,UP
6800,0.018495,3,0.680851,0.047166,0.447337,0.003467,0.422915,0.414912,DOWN
8484,0.023141,3,0.765957,0.078059,0.420411,0.003467,0.422915,0.414912,DOWN
17200,0.439051,3,0.340426,0.054612,0.472478,0.003467,0.422915,0.414912,DOWN
12913,0.425822,5,0.021277,0.056593,0.287563,0.003467,0.422915,0.414912,DOWN
29174,0.867041,7,0.808511,0.029482,0.324755,0.001996,0.148628,0.670614,DOWN
23961,0.460599,4,0.191489,0.021166,0.172865,0.00141,0.250388,0.720175,DOWN
44575,0.912039,6,0.659574,0.043353,0.455668,0.002914,0.539876,0.460526,DOWN
33799,0.880625,6,0.148936,0.036057,0.100863,0.00227,0.211289,0.882018,DOWN
16499,0.438388,2,0.744681,0.098235,0.547754,0.003467,0.422915,0.414912,UP
29732,0.867572,5,0.425532,0.029933,0.673014,0.002387,0.531072,0.714035,DOWN
40220,0.89881,6,0.93617,0.05296,0.471437,0.00361,0.389694,0.521053,DOWN
15967,0.437901,5,0.659574,0.061817,0.483338,0.003467,0.422915,0.414912,UP
10934,0.031547,5,0.808511,0.055242,0.331151,0.003467,0.422915,0.414912,DOWN
43070,0.907615,3,0.297872,0.056743,0.428593,0.003864,0.50725,0.371491,DOWN
44579,0.912039,6,0.744681,0.042933,0.416543,0.002887,0.447178,0.364035,DOWN
23882,0.460511,2,0.553191,0.027951,0.495537,0.001876,0.552822,0.455702,UP
44129,0.911641,4,0.361702,0.125826,0.548349,0.008386,0.56551,0.454386,UP
20669,0.45144,5,0.617021,0.071875,0.569771,0.004863,0.672708,0.355263,UP
30665,0.871466,3,0.87234,0.02609,0.512645,0.001653,0.408079,0.784649,DOWN
3066,0.008938,2,0.893617,0.090369,0.636269,0.003467,0.422915,0.414912,UP
27247,0.469758,2,0.659574,0.077069,0.621244,0.005251,0.5971,0.366228,UP
23293,0.45998,4,0.276596,0.057944,0.465933,0.003911,0.400311,0.390351,DOWN
15056,0.434007,7,0.680851,0.061307,0.29039,0.003467,0.422915,0.414912,UP
28501,0.474006,7,0.787234,0.028221,0.379649,0.001882,0.288193,0.775439,DOWN
28870,0.47436,1,0.468085,0.027171,0.273728,0.001807,0.16261,0.839474,UP
20040,0.447768,6,0.510638,0.058124,0.622731,0.004022,0.564733,0.348246,UP
19708,0.447458,6,0.595745,0.042512,0.531538,0.002975,0.544278,0.262719,DOWN
18495,0.443299,2,0.319149,0.075748,0.583011,0.005201,0.515277,0.441228,UP
21869,0.455599,2,0.617021,0.036718,0.572002,0.002536,0.588555,0.466228,DOWN
16373,0.438299,7,0.106383,0.046836,0.124368,0.003467,0.422915,0.414912,DOWN
17049,0.438919,7,0.191489,0.045304,0.050729,0.003467,0.422915,0.414912,DOWN
28418,0.473961,6,0.042553,0.027561,0.235495,0.001633,0.354738,0.641228,DOWN
13693,0.429583,7,0.276596,0.075267,0.172716,0.003467,0.422915,0.414912,UP
5312,0.01407,7,0.680851,0.040801,0.265546,0.003467,0.422915,0.414912,DOWN
25524,0.465112,1,0.765957,0.029032,0.376525,0.001996,0.335836,0.413596,DOWN
11370,0.031945,7,0.893617,0.058394,0.232074,0.003467,0.422915,0.414912,DOWN
23275,0.459935,3,0.914894,0.033475,0.449569,0.00232,0.408856,0.375,DOWN
14874,0.43383,3,0.893617,0.045334,0.400922,0.003467,0.422915,0.414912,DOWN
4885,0.013672,5,0.787234,0.041431,0.582713,0.003467,0.422915,0.414912,DOWN
33060,0.876864,4,0.765957,0.028822,0.494793,0.001915,0.394096,0.50307,DOWN
43908,0.91142,6,0.765957,0.043743,0.418328,0.002904,0.439927,0.437281,DOWN
9493,0.027123,3,0.787234,0.051219,0.392294,0.003467,0.422915,0.414912,DOWN
33710,0.880536,4,0.297872,0.037138,0.419667,0.002491,0.415329,0.380702,DOWN
9987,0.030707,7,0.06383,0.047526,0.103838,0.003467,0.422915,0.414912,DOWN
27968,0.473519,3,0.680851,0.027501,0.557275,0.001822,0.53159,0.460965,DOWN
39213,0.894828,6,0.957447,0.044824,0.677179,0.002943,0.457535,0.524123,DOWN
25189,0.473563,1,0.787234,0.04002,0.413716,0.002742,0.319782,0.40307,UP
31057,0.871864,5,0.021277,0.033716,0.3072,0.001471,0.334283,0.769737,UP
19475,0.447237,1,0.744681,0.073946,0.798423,0.005168,0.500777,0.558772,UP
8739,0.026459,2,0.06383,0.047526,0.218685,0.003467,0.422915,0.414912,DOWN
34904,0.875979,1,0.170213,0.025489,0.090449,0.001668,0.2232,0.69693,DOWN
18231,0.443033,3,0.829787,0.059835,0.602053,0.004078,0.535474,0.413596,UP
17955,0.442812,5,0.06383,0.046746,0.371764,0.003143,0.396686,0.622368,DOWN
15412,0.434361,1,0.085106,0.040351,0.12169,0.003467,0.422915,0.414912,DOWN
2985,0.008893,1,0.191489,0.041732,0.179262,0.003467,0.422915,0.414912,DOWN
44128,0.911641,4,0.340426,0.130539,0.53734,0.008635,0.56784,0.467105,UP
19333,0.447104,5,0.787234,0.064999,0.785034,0.004549,0.63102,0.429386,UP
42008,0.903544,2,0.170213,0.045845,0.116186,0.001606,0.10202,0.831579,UP
18825,0.446662,2,0.191489,0.018824,0.196221,0.00123,0.220352,0.596491,DOWN
24395,0.460997,6,0.234043,0.028942,0.273133,0.001936,0.239513,0.635526,DOWN
18103,0.442945,1,0.148936,0.036147,0.108599,0.002372,0.163646,0.663158,DOWN
24545,0.46113,2,0.361702,0.042002,0.487057,0.002919,0.51217,0.276754,UP
34948,0.880404,2,0.085106,0.029002,0.20247,0.001789,0.316416,0.7,DOWN
31203,0.871997,1,0.06383,0.034406,0.156947,0.000825,0.284827,0.666667,DOWN
16550,0.438432,3,0.808511,0.061247,0.483487,0.003467,0.422915,0.414912,UP
28074,0.473607,5,0.893617,0.029362,0.426361,0.002002,0.455981,0.409649,DOWN
35748,0.885492,4,0.765957,0.121532,0.66632,0.008315,0.730709,0.341667,UP
21162,0.451883,1,0.893617,0.036868,0.624517,0.00297,0.370792,0.605263,DOWN
20630,0.451396,4,0.808511,0.041011,0.772538,0.002709,0.672191,0.59386,UP
31089,0.871864,5,0.702128,0.047676,0.712586,0.003207,0.661833,0.380263,UP
44488,0.911951,4,0.851064,0.043383,0.44332,0.002923,0.459347,0.407895,DOWN
3549,0.00938,5,0.957447,0.041732,0.540018,0.003467,0.422915,0.414912,DOWN
16041,0.437989,7,0.191489,0.021016,0.057275,0.003467,0.422915,0.414912,DOWN
4423,0.013274,3,0.148936,0.041582,0.226718,0.003467,0.422915,0.414912,DOWN
31228,0.871997,1,0.595745,0.028792,0.512794,0.001695,0.256085,0.927632,DOWN
22377,0.456086,6,0.191489,0.030143,0.252603,0.002029,0.265407,0.693421,DOWN
16558,0.438432,3,0.978723,0.05305,0.44213,0.003467,0.422915,0.414912,DOWN
7385,0.022123,1,0.87234,0.077429,0.350045,0.003467,0.422915,0.414912,UP
4649,0.013451,7,0.87234,0.074817,0.525736,0.003467,0.422915,0.414912,UP
20896,0.451661,3,0.340426,0.040471,0.729396,0.002653,0.667012,0.535526,DOWN
31098,0.871864,5,0.893617,0.038489,0.527373,0.00252,0.374935,0.731579,DOWN
31052,0.87182,4,0.93617,0.028792,0.454627,0.001689,0.342828,0.782895,DOWN
38815,0.894474,5,0.659574,0.060136,0.574531,0.004057,0.611341,0.45307,DOWN
9088,0.026769,2,0.340426,0.074517,0.500744,0.003467,0.422915,0.414912,UP
25263,0.482412,3,0.319149,0.049748,0.448378,0.003471,0.430606,0.260965,UP
29458,0.867307,6,0.723404,0.028732,0.41446,0.001961,0.447954,0.476316,DOWN
35510,0.885271,6,0.808511,0.029482,0.536745,0.001982,0.518902,0.342544,DOWN
27529,0.470023,1,0.531915,0.028492,0.316275,0.001932,0.192646,0.62193,UP
17682,0.442547,6,0.382979,0.087637,0.594317,0.005831,0.585707,0.500526,UP
3617,0.009469,7,0.361702,0.063949,0.447932,0.003467,0.422915,0.414912,UP
2148,0.005,4,0.765957,0.042572,0.689676,0.003467,0.422915,0.414912,DOWN
36741,0.889474,4,0.446809,0.030954,0.585094,0.002179,0.658208,0.204386,DOWN
18922,0.44675,4,0.212766,0.023208,0.247694,0.001427,0.247281,0.765789,DOWN
41140,0.902748,5,0.085106,0.047856,0.322523,0.003103,0.432418,0.617544,DOWN
23453,0.460112,7,0.617021,0.02657,0.356144,0.001768,0.21854,0.639474,DOWN
240,0.000221,7,0.0,0.047106,0.30244,0.003467,0.422915,0.414912,DOWN
18842,0.446662,2,0.553191,0.061787,0.561589,0.004431,0.633351,0.222807,UP
12691,0.425601,7,0.404255,0.076258,0.339482,0.003467,0.422915,0.414912,UP
22863,0.456528,2,0.319149,0.044644,0.655162,0.002916,0.609011,0.532018,UP
16255,0.438166,4,0.659574,0.076348,0.464445,0.003467,0.422915,0.414912,DOWN
35206,0.902526,7,0.468085,0.050228,0.47114,0.003353,0.373641,0.539035,DOWN
25549,0.465156,2,0.276596,0.056413,0.389765,0.003895,0.344899,0.282895,UP
23184,0.459891,2,0.0,0.029572,0.34335,0.001967,0.353703,0.719737,UP
10658,0.031326,7,0.042553,0.051909,0.138798,0.003467,0.422915,0.414912,DOWN
22465,0.456175,1,0.021277,0.030353,0.348557,0.000931,0.34231,0.681579,UP
1997,0.004867,1,0.617021,0.075207,0.527373,0.003467,0.422915,0.414912,DOWN
13506,0.429406,3,0.382979,0.084544,0.549093,0.003467,0.422915,0.414912,UP
11049,0.03168,1,0.191489,0.05302,0.118566,0.003467,0.422915,0.414912,DOWN
12667,0.425556,6,0.914894,0.058394,0.295894,0.003467,0.422915,0.414912,DOWN
10570,0.031238,5,0.212766,0.095112,0.267034,0.003467,0.422915,0.414912,DOWN
24199,0.46082,2,0.148936,0.027261,0.134633,0.001874,0.164682,0.413158,DOWN
21168,0.451927,2,0.0,0.038159,0.444362,0.002555,0.385293,0.622807,DOWN
27678,0.473253,4,0.638298,0.028191,0.538828,0.002503,0.446401,0.333333,DOWN
30928,0.871731,2,0.340426,0.028822,0.570961,0.001816,0.526411,0.752632,UP
3080,0.008982,3,0.170213,0.075958,0.246504,0.003467,0.422915,0.414912,DOWN
44189,0.911685,5,0.617021,0.077009,0.503719,0.005222,0.575608,0.353509,DOWN
11200,0.031813,4,0.340426,0.058394,0.213627,0.003467,0.422915,0.414912,DOWN
41009,0.902615,2,0.361702,0.090309,0.549093,0.00614,0.590886,0.263158,UP
1117,0.001018,4,0.276596,0.122703,0.482594,0.003467,0.422915,0.414912,UP
18062,0.442901,7,0.297872,0.044494,0.26748,0.002935,0.208959,0.669737,DOWN
18289,0.443122,5,0.021277,0.047226,0.448527,0.003182,0.38581,0.552193,DOWN
3333,0.009203,1,0.446809,0.041642,0.68432,0.003467,0.422915,0.414912,DOWN
21002,0.45175,5,0.553191,0.033626,0.576465,0.002241,0.655101,0.385526,DOWN
8989,0.02668,7,0.276596,0.051219,0.161113,0.003467,0.422915,0.414912,DOWN
35036,0.884828,3,0.93617,0.031584,0.475602,0.002044,0.408079,0.627193,DOWN
25569,0.465156,2,0.702128,0.041582,0.467123,0.002919,0.470999,0.109211,UP
41884,0.903411,6,0.595745,0.050588,0.491818,0.003346,0.491973,0.525,DOWN
24349,0.460953,5,0.276596,0.058304,0.501934,0.003934,0.372605,0.53114,DOWN
44010,0.911508,1,0.893617,0.042542,0.338143,0.002732,0.307872,0.736404,UP
1764,0.004646,3,0.765957,0.224931,0.827135,0.003467,0.422915,0.414912,UP
43337,0.907836,1,0.87234,0.035307,0.333234,0.002362,0.288193,0.550877,DOWN
32598,0.876466,2,0.12766,0.024739,0.133591,0.000841,0.221388,0.841667,DOWN
23223,0.459891,2,0.829787,0.042422,0.581226,0.002931,0.501295,0.386404,DOWN
7259,0.022034,6,0.234043,0.060106,0.109194,0.003467,0.422915,0.414912,UP
39886,0.8985,6,0.978723,0.086946,0.53258,0.005806,0.530813,0.365351,UP
31172,0.871953,7,0.425532,0.031194,0.502083,0.002002,0.363024,0.830702,UP
20700,0.451484,6,0.255319,0.038699,0.432609,0.001755,0.410668,0.61886,DOWN
14158,0.429981,2,0.978723,0.068632,0.427403,0.003467,0.422915,0.414912,DOWN
39377,0.898058,3,0.361702,0.082773,0.677328,0.005498,0.658985,0.505702,UP
4146,0.013008,4,0.382979,0.041732,0.655162,0.003467,0.422915,0.414912,DOWN
39363,0.898058,3,0.06383,0.076918,0.472627,0.004913,0.473589,0.688158,UP
41720,0.903279,3,0.170213,0.02573,0.164683,0.001685,0.228897,0.675877,DOWN
32944,0.876775,2,0.340426,0.034646,0.646385,0.002314,0.534697,0.512719,UP
4892,0.013672,5,0.93617,0.051549,0.465338,0.003467,0.422915,0.414912,UP
27230,0.469758,2,0.297872,0.049868,0.499702,0.00343,0.489643,0.35,UP
15324,0.434273,6,0.255319,0.046295,0.225826,0.003467,0.422915,0.414912,DOWN
22201,0.455909,2,0.531915,0.069923,0.591193,0.004917,0.690057,0.235965,UP
15747,0.434671,1,0.06383,0.044314,0.113508,0.003467,0.422915,0.414912,DOWN
34123,0.88089,5,0.914894,0.0266,0.352871,0.001764,0.386328,0.594298,DOWN
31853,0.872572,7,0.617021,0.029633,0.352276,0.000995,0.288452,0.835088,DOWN
34755,0.88151,5,0.06383,0.028972,0.336061,0.001795,0.4174,0.585965,UP
42734,0.907305,3,0.297872,0.076258,0.405237,0.004973,0.53159,0.565789,DOWN
36870,0.889607,7,0.12766,0.034856,0.241595,0.00227,0.344899,0.675439,DOWN
5595,0.014336,6,0.574468,0.088807,0.479768,0.003467,0.422915,0.414912,UP
29616,0.867484,3,0.0,0.028041,0.335168,0.001809,0.362765,0.823246,UP
35725,0.885492,4,0.276596,0.031824,0.432907,0.002102,0.435008,0.535965,DOWN
25133,0.464758,7,0.617021,0.028221,0.334127,0.001886,0.235111,0.621053,DOWN
5783,0.017566,3,0.489362,0.068842,0.513538,0.003467,0.422915,0.414912,DOWN
31202,0.871997,1,0.042553,0.027981,0.192651,0.001111,0.316157,0.776316,DOWN
3551,0.00938,5,1.0,0.041732,0.54701,0.003467,0.422915,0.414912,DOWN
34495,0.881244,6,0.659574,0.02696,0.464296,0.001809,0.477473,0.637281,DOWN
14098,0.429937,1,0.723404,0.07929,0.589408,0.003467,0.422915,0.414912,DOWN
3428,0.009292,3,0.425532,0.106611,0.764951,0.003467,0.422915,0.414912,UP
18985,0.446794,5,0.531915,0.043653,0.510711,0.002991,0.517866,0.478947,DOWN
43796,0.911331,4,0.425532,0.05221,0.510414,0.003481,0.603832,0.444737,UP
18592,0.443387,4,0.340426,0.047406,0.539423,0.003241,0.566805,0.446053,DOWN
23448,0.460112,7,0.510638,0.031854,0.421154,0.002102,0.273692,0.602632,UP
14400,0.433432,1,0.0,0.041431,0.224933,0.003467,0.422915,0.414912,DOWN
39938,0.898589,1,0.042553,0.089288,0.336209,0.00585,0.469705,0.557456,UP
22422,0.45613,7,0.12766,0.032034,0.282505,0.001149,0.301139,0.742544,DOWN
43169,0.907703,5,0.361702,0.048847,0.487057,0.003342,0.559555,0.349123,DOWN
41768,0.903323,4,0.170213,0.028972,0.164088,0.001926,0.209995,0.680263,DOWN
38167,0.893899,6,0.148936,0.038429,0.312853,0.002424,0.443035,0.704825,DOWN
25485,0.500111,7,0.957447,0.057824,0.337251,0.003926,0.288193,0.367982,UP
24339,0.460953,5,0.06383,0.037048,0.424576,0.00252,0.39073,0.534211,DOWN
24200,0.46082,2,0.170213,0.027021,0.131806,0.001857,0.149663,0.429386,DOWN
